  -0.009490  -0.0972  -0.2248  -2.6969   2.0327 
  -0.009840  -0.0063  -0.1183  -3.4135   2.0351 
  -0.008250   0.0907  -0.0103  -4.1103   2.0470 
  -0.003270   0.2022   0.1056  -4.7522   2.1010 
   0.001020   0.1969   0.1787  -5.2772   2.1692 
   0.000390   0.2003   0.2501  -5.8076   2.2290 
  -0.001230   0.2130   0.3197  -6.3471   2.2912 
  -0.009250   0.0987   0.1965  -6.9039   2.3413 
  -0.015240  -0.0238   0.0681  -7.4778   2.3792 
  -0.020460  -0.2200   0.0050  -8.1480   2.4275 
  -0.022480  -0.1910  -0.0141  -8.8280   2.4815 
  -0.025680  -0.1157  -0.2265  -9.5027   2.5506 
  -0.024200  -0.1681  -0.3977 -10.0804   2.6067 
  -0.020820  -0.1067  -0.2712 -10.5974   2.6776 
  -0.007290  -0.0030  -0.1622 -11.0911   2.7686 
  -0.000920   0.0845  -0.0832 -11.5548   2.8379 
  -0.005120   0.1107   0.1121 -11.4405   3.5425 
  -0.009940   0.1422   0.0642 -11.3247   4.2340 
  -0.010130   0.0034   0.2878 -11.1890   4.9304 
  -0.011560  -0.0380   0.2116 -10.3494   5.2977 
  -0.015830  -0.1079   0.2127  -9.5897   5.5668 
  -0.018250  -0.2119   0.2365  -8.7951   5.8801 
  -0.021240  -0.2332   0.1071  -8.3760   6.1301 
  -0.025720  -0.2587  -0.0139  -7.8670   6.3351 
  -0.023390  -0.2825  -0.1387  -7.2616   6.4789 
  -0.019040  -0.1673  -0.1058  -7.1116   5.6981 
  -0.011770  -0.0596  -0.0838  -6.9776   4.9524 
  -0.004620   0.0474  -0.0716  -6.8550   4.2038 
   0.002470   0.1182   0.0410  -6.8151   3.4330 
   0.005120   0.1860   0.1509  -6.7691   2.6948 
   0.003430   0.2554   0.2585  -6.7549   1.9345 
  -0.001370   0.1461   0.2385  -6.8067   1.1721 
  -0.008050   0.0325   0.2201  -6.8776   0.4278 
  -0.010590  -0.0838   0.2024  -6.9128  -0.3000 
  -0.016670  -0.1606   0.0588  -6.9513  -1.0291 
  -0.020520  -0.2362  -0.0809  -7.0016  -1.7594 
  -0.020960  -0.3106  -0.2187  -7.0242  -2.4819 
  -0.018680  -0.2083  -0.2351  -6.9515  -3.2117 
  -0.015230  -0.1096  -0.2501  -6.9458  -3.9422 
  -0.010040  -0.0122  -0.2664  -6.8102  -4.7115 
  -0.007530   0.0814  -0.1358  -6.3361  -4.6524 
  -0.004790   0.1739  -0.0069  -5.8681  -4.5649 
  -0.002740   0.2634   0.1246  -5.4595  -4.4523 
  -0.003960   0.1690   0.1758  -4.2789  -4.4346 
  -0.007450   0.0745   0.2270  -3.0983  -4.4169 
  -0.010530  -0.0200   0.2782  -1.9178  -4.3992 
  -0.012170  -0.1030   0.1464  -0.7389  -5.2638 
  -0.010640  -0.1889   0.0155   0.4970  -6.1241 
  -0.010890  -0.2751  -0.1133   1.7188  -6.9714 
  -0.010530  -0.1926  -0.1540   1.9886  -7.0745 
  -0.006030  -0.1104  -0.1965   2.2523  -7.1774 
   0.001010  -0.0299  -0.2415   2.5066  -7.2778 
   0.007750   0.0776  -0.1348   2.7746  -7.3706 
   0.013020   0.1795  -0.0244   2.9903  -7.4696 
   0.013150   0.2789   0.0898   3.1894  -7.5619 
   0.011250   0.1910   0.1366   3.3456  -7.6574 
   0.008420   0.1048   0.1804   3.4560  -7.7744 
   0.008540   0.0174   0.2239   3.5647  -7.8823 
   0.006660  -0.0745   0.0766   3.6487  -8.0109 
  -0.001040  -0.1662  -0.0724   3.7281  -8.1405 
  -0.005500  -0.2582  -0.2214   3.7849  -8.2599 
  -0.005510  -0.1939  -0.2640   3.8258  -8.3868 
  -0.002140  -0.1282  -0.3058   3.8318  -8.4949 
   0.007220  -0.0574  -0.3429   3.8124  -8.6070 
   0.015200   0.0659  -0.1986   4.6714  -8.4979 
   0.020150   0.1929  -0.0610   5.5381  -8.4459 
   0.023380   0.3184   0.0711   6.4369  -8.4603 
   0.022100   0.2353   0.1429   6.5333  -8.6907 
   0.016160   0.1329   0.2219   6.6501  -8.8964 
   0.012610   0.0248   0.3009   6.7828  -9.0611 
   0.006400  -0.0804   0.1567   6.1521  -9.5215 
   0.002260  -0.1854   0.0107   5.5229  -9.9929 
  -0.001030  -0.2903  -0.1362   4.8951 -10.4482 
  -0.002630  -0.2125  -0.2009   4.7347 -10.1929 
  -0.002290  -0.1376  -0.2651   4.5708  -9.9216 
