  -0.006460   0.1770  -0.0933  -6.2055  -0.1881 
  -0.004130   0.1339  -0.0046  -5.6724   0.5072 
  -0.005710   0.0909   0.0841  -5.1393   1.2025 
  -0.008300   0.0481   0.1726  -4.6124   1.8818 
  -0.010070  -0.0162   0.1516  -5.1553   2.8292 
  -0.012930  -0.0849   0.1319  -5.6652   3.7746 
  -0.015240  -0.1547   0.1153  -6.1935   4.7362 
  -0.018350  -0.1330   0.0689  -6.7202   4.6976 
  -0.020800  -0.1125   0.0234  -7.2467   4.6790 
  -0.019100  -0.0935  -0.0223  -7.7379   4.6852 
  -0.013730  -0.0065   0.0058  -7.9255   4.7885 
  -0.008160   0.0794   0.0313  -8.1085   4.8912 
  -0.002540   0.1645   0.0537  -8.2875   4.9909 
  -0.000890   0.1434   0.1198  -8.4634   5.0650 
   0.000180   0.1217   0.1852  -8.6394   5.1358 
  -0.001460   0.0996   0.2481  -8.8257   5.1886 
  -0.005320   0.0042   0.2255  -9.0096   5.2565 
  -0.010010  -0.0938   0.2100  -9.2089   5.2961 
  -0.014310  -0.1931   0.2031  -9.3840   5.3746 
  -0.018950  -0.1868   0.1226  -9.5573   5.4487 
  -0.019870  -0.1784   0.0415  -9.7137   5.5427 
  -0.018370  -0.1687  -0.0396  -9.8411   5.6621 
  -0.014380  -0.0706  -0.0712  -9.9768   5.7567 
  -0.011450   0.0274  -0.1053 -10.1070   5.8549 
  -0.007890   0.1237  -0.1397 -10.2328   5.9597 
  -0.005720   0.1362  -0.0472  -9.9783   6.3023 
  -0.004110   0.1489   0.0449  -9.7335   6.6266 
  -0.005940   0.1629   0.1345  -9.5160   6.9212 
  -0.008800   0.0819   0.1853  -8.3125   6.1975 
  -0.011780   0.0031   0.2378  -7.2667   5.3354 
  -0.016620  -0.0757   0.2926  -6.2563   4.4484 
  -0.018650  -0.0956   0.2234  -6.0103   4.6764 
  -0.018740  -0.1168   0.1540  -5.6844   4.8400 
  -0.016870  -0.1407   0.0870  -5.2579   4.9507 
  -0.012580  -0.0609   0.0278  -5.4923   4.0818 
  -0.006120   0.0221  -0.0322  -5.7305   3.3758 
  -0.000510   0.1071  -0.0955  -5.9652   2.6769 
   0.002510   0.1449  -0.0486  -6.1447   2.0545 
   0.002000   0.1820  -0.0021  -6.3376   1.4103 
  -0.001830   0.2191   0.0445  -6.5306   0.7660 
  -0.007450   0.1174   0.0939  -6.7235   0.1218 
  -0.015280   0.0158   0.1426  -6.9548  -0.5735 
  -0.019930  -0.0862   0.1931  -7.1340  -1.2026 
  -0.023670  -0.1337   0.1185  -7.3475  -1.8806 
  -0.025850  -0.1794   0.0466  -7.5485  -2.5521 
  -0.025090  -0.2229  -0.0252  -7.7112  -3.1850 
  -0.021790  -0.1423  -0.1087  -7.8490  -3.7979 
  -0.016710  -0.0660  -0.1935  -7.9996  -4.4338 
  -0.011300   0.0064  -0.2791  -8.1683  -5.0882 
  -0.005800   0.0541  -0.2173  -7.8189  -4.7428 
  -0.002260   0.0990  -0.1543  -7.4536  -4.4293 
   0.000590   0.1450  -0.0937  -7.1575  -4.1512 
  -0.001000   0.0715   0.0130  -5.4326  -4.5554 
  -0.002650   0.0004   0.1154  -3.6948  -4.9571 
  -0.004690  -0.0687   0.2166  -1.9666  -5.3497 
  -0.007160  -0.1198   0.1697  -1.3634  -6.2758 
  -0.009220  -0.1709   0.1237  -0.7697  -7.2115 
  -0.012810  -0.2218   0.0784  -0.1856  -8.1568 
  -0.013220  -0.1567  -0.0135   0.2651  -8.3014 
  -0.010950  -0.0941  -0.1039   0.7373  -8.4288 
  -0.005300  -0.0312  -0.1917   1.1688  -8.5455 
   0.001250   0.0316  -0.1674   1.6372  -8.6537 
   0.008910   0.0942  -0.1419   2.0659  -8.7639 
   0.013490   0.1535  -0.1111   2.4946  -8.8537 
   0.012040   0.0803  -0.0282   2.8880  -8.9336 
   0.009360   0.0071   0.0526   3.2653  -9.0123 
   0.005710  -0.0650   0.1292   3.6239  -9.1089 
   0.002950  -0.1254   0.0794   3.9763  -9.2182 
  -0.001710  -0.1853   0.0286   4.3210  -9.3269 
  -0.003470  -0.2452  -0.0241   4.6505  -9.4284 
  -0.000100  -0.1826  -0.0996   4.9761  -9.5356 
   0.004010  -0.1207  -0.1728   5.2785  -9.6345 
   0.009600  -0.0590  -0.2413   5.5453  -9.7238 
   0.014640   0.0206  -0.1754   5.7414  -8.9645 
   0.019670   0.1007  -0.1090   5.9981  -8.2533 
   0.021240   0.1870  -0.0367   6.3055  -7.5990 
   0.018420   0.1345   0.0611   6.3368  -8.2325 
   0.014540   0.0870   0.1591   6.3838  -8.8731 
   0.007880   0.0289   0.2522   6.4166  -9.4809 
   0.000650  -0.0376   0.1958   5.8722  -9.7796 
  -0.004830  -0.1103   0.1377   5.3182 -10.0673 
  -0.006790  -0.1777   0.0775   4.7640 -10.3434 
  -0.009120  -0.1342  -0.0077   4.6540 -10.2116 
  -0.006100  -0.0864  -0.0911   4.5423 -10.0677 
  -0.001670  -0.0400  -0.1714   4.4259  -9.9267 
   0.004580   0.0533  -0.1247   4.3062  -9.7865 
   0.008160   0.1481  -0.0727   4.1804  -9.6346 
   0.010770   0.2379  -0.0196   4.0458  -9.4901 
   0.012230   0.1871   0.0597   3.8989  -9.3485 
   0.011290   0.1332   0.1384   3.7451  -9.2049 
   0.006710   0.0803   0.2131   3.6042  -9.0706 
   0.002210  -0.0073   0.1336   3.4735  -8.9379 
   0.000270  -0.0949   0.0562   3.3366  -8.8102 
  -0.002030  -0.1811  -0.0210   3.2010  -8.6924 
  -0.001090  -0.1426  -0.0930   3.0637  -8.5767 
   0.001040  -0.1053  -0.1655   2.9118  -8.4651 
   0.004240  -0.0687  -0.2351   2.7565  -8.3578 
   0.008230   0.0321  -0.1492   2.7631  -8.1430 
   0.012070   0.1327  -0.0611   2.8092  -7.8983 
   0.014720   0.2326   0.0307   2.8799  -7.6333 
   0.013750   0.1895   0.1293   2.8728  -7.6836 
   0.010030   0.1458   0.2283   2.8530  -7.7522 
   0.005190   0.0986   0.3233   2.8314  -7.8226 
   0.000660  -0.0017   0.2419   2.4769  -8.0947 
  -0.004890  -0.1030   0.1596   2.1251  -8.3734 
  -0.008850  -0.2007   0.0775   1.7659  -8.6625 
  -0.009680  -0.1759  -0.0168   1.4997  -8.3995 
  -0.008510  -0.1509  -0.1133   1.2329  -8.1240 
  -0.004610  -0.1273  -0.2073   0.9645  -7.8628 
   0.001300  -0.0226  -0.1421   0.7017  -7.5914 
   0.006280   0.0835  -0.0714   0.4413  -7.3219 
   0.011050   0.1934   0.0087   0.1809  -7.0551 
   0.011730   0.1669   0.0862  -0.0651  -6.7609 
   0.009510   0.1423   0.1685  -0.3142  -6.4807 
   0.006580   0.1190   0.2494  -0.5607  -6.2010 
   0.002580   0.0141   0.1605  -0.8064  -5.9183 
  -0.002520  -0.0927   0.0745  -1.0627  -5.6456 
  -0.006850  -0.1994  -0.0136  -1.3133  -5.3809 
  -0.009120  -0.1755  -0.1000  -1.5721  -5.1315 
  -0.006750  -0.1488  -0.1821  -1.8404  -4.8982 
  -0.005340  -0.1203  -0.2613  -2.0913  -4.6587 
  -0.000860  -0.0119  -0.1585  -1.8428  -4.4626 
   0.005660   0.0913  -0.0543  -1.5829  -4.2652 
   0.009380   0.1950   0.0507  -1.3235  -4.0494 
   0.011050   0.1772   0.1549  -1.4672  -4.1601 
   0.010300   0.1591   0.2594  -1.6155  -4.2659 
   0.005660   0.1409   0.3643  -1.7684  -4.3669 
  -0.000830   0.0354   0.2849  -2.0420  -4.4551 
  -0.007450  -0.0743   0.2062  -2.2885  -4.5637 
  -0.012180  -0.1870   0.1273  -2.5613  -4.6580 
  -0.014040  -0.1834   0.0087  -2.5992  -4.4988 
  -0.014010  -0.1744  -0.1074  -2.6435  -4.3337 
  -0.010460  -0.1643  -0.2237  -2.6921  -4.1631 
  -0.006860  -0.0626  -0.1690  -2.7460  -3.9903 
   0.000820   0.0389  -0.1129  -2.7920  -3.8153 
   0.006890   0.1401  -0.0533  -2.8479  -3.6481 
   0.011490   0.1452   0.0403  -2.8927  -3.4808 
   0.013420   0.1509   0.1318  -2.9300  -3.3130 
   0.009880   0.1570   0.2238  -2.9747  -3.1523 
   0.004730   0.0479   0.1504  -3.0123  -2.9852 
  -0.002220  -0.0612   0.0778  -3.0506  -2.8161 
  -0.008570  -0.1705   0.0054  -3.0899  -2.6486 
  -0.012300  -0.1638  -0.0970  -3.1118  -2.4601 
  -0.013790  -0.1576  -0.1998  -3.1280  -2.2735 
  -0.012550  -0.1521  -0.3025  -3.1497  -2.0975 
  -0.010320  -0.0493  -0.2110  -3.4795  -1.3942 
  -0.007030   0.0517  -0.1174  -3.8460  -0.7117 
  -0.002780   0.1513  -0.0224  -4.2338  -0.0437 
   0.000750   0.1654   0.1063  -3.9064   0.4531 
   0.001380   0.1797   0.2312  -3.5852   1.0048 
  -0.000760   0.1939   0.3569  -3.2463   1.5372 
  -0.001310   0.0818   0.2984  -2.8529   1.0880 
  -0.002130  -0.0312   0.2436  -2.4610   0.6787 
  -0.006230  -0.1450   0.1933  -2.0703   0.3093 
  -0.008510  -0.1588   0.0606  -2.4689   0.4921 
  -0.010290  -0.1721  -0.0707  -2.8762   0.6774 
  -0.010050  -0.1848  -0.2029  -3.2978   0.8326 
  -0.008190  -0.0891  -0.1823  -3.7126   0.9857 
  -0.004080   0.0051  -0.1630  -4.1272   1.1086 
