  -0.006300   -0.004220   0.1034  -0.0407  -6.4900   4.5058 
   0.001470    0.002590   0.1685   0.0708  -6.2776   3.7660 
   0.005090    0.008020   0.2350   0.1849  -6.0841   3.0093 
   0.005010    0.012740   0.2972   0.3063  -5.9221   2.2529 
   0.001910    0.015410   0.1608   0.2548  -5.8692   1.4622 
  -0.003660    0.014590   0.0197   0.2094  -5.8710   0.6687 
  -0.010910    0.006110  -0.1124   0.1665  -5.8698  -0.1063 
  -0.019400   -0.000090  -0.1755   0.0076  -5.7739  -0.8647 
  -0.024040   -0.004800  -0.2427  -0.1590  -5.6211  -1.6459 
  -0.024000   -0.007570  -0.3361  -0.2859  -5.3762  -2.4210 
  -0.019070   -0.010440  -0.1780  -0.2251  -5.1465  -3.2199 
  -0.013560   -0.012900  -0.0005  -0.2188  -4.6824  -3.9607 
