  -0.006010   -0.011120  -0.1981  -0.1387   4.5280 -10.3251 
  -0.004150   -0.015120  -0.1449  -0.2022   4.4063 -10.0985 
   0.000440   -0.017070  -0.0910  -0.2626   4.2782  -9.8923 
   0.007120   -0.017520   0.0317  -0.1692   4.1425  -9.6783 
   0.011430   -0.014130   0.1502  -0.0736   4.0029  -9.4780 
   0.015780   -0.009770   0.2668   0.0279   3.8513  -9.2744 
   0.016360   -0.004460   0.2011   0.0922   3.7038  -9.0909 
   0.011900    0.000810   0.1354   0.1545   3.5539  -8.9060 
   0.008270    0.003350   0.0684   0.2155   3.4022  -8.7226 
   0.001940    0.002460  -0.0373   0.0991   3.2489  -8.5429 
  -0.002790   -0.000550  -0.1431  -0.0183   3.1042  -8.3686 
  -0.006180   -0.006190  -0.2466  -0.1384   2.9377  -8.1936 
  -0.004580   -0.011720  -0.1984  -0.1977   2.7681  -8.0251 
  -0.003380   -0.016390  -0.1495  -0.2545   2.5968  -7.8702 
   0.001630   -0.018650  -0.1000  -0.3111   2.4077  -7.7186 
   0.008390   -0.017160   0.0308  -0.1755   2.6246  -7.3463 
   0.015250   -0.013300   0.1600  -0.0389   2.8702  -6.9478 
   0.019150   -0.007410   0.2889   0.1001   3.1331  -6.5354 
   0.020340   -0.002040   0.2315   0.1884   3.1036  -6.4901 
   0.016800    0.004220   0.1707   0.2750   3.0686  -6.4497 
   0.012220    0.006600   0.1080   0.3615   3.0319  -6.3989 
   0.004620    0.006120  -0.0153   0.2409   2.5413  -6.6874 
  -0.001980    0.002940  -0.1392   0.1192   2.0448  -6.9942 
  -0.006690   -0.002720  -0.2625  -0.0018   1.5464  -7.3211 
  -0.010060   -0.008550  -0.2242  -0.0956   1.3538  -7.1537 
  -0.009470   -0.012040  -0.1856  -0.1870   1.1603  -7.0027 
  -0.004870   -0.015430  -0.1484  -0.2776   0.9766  -6.8280 
   0.000820   -0.015740  -0.0132  -0.1708   0.8050  -6.6336 
   0.009030   -0.012790   0.1209  -0.0618   0.6248  -6.4363 
   0.014450   -0.008650   0.2544   0.0504   0.4337  -6.2298 
   0.016090   -0.002110   0.2139   0.1276   0.2427  -6.0248 
   0.014600    0.002750   0.1743   0.2037   0.0603  -5.8170 
   0.008920    0.005640   0.1353   0.2784  -0.1231  -5.6132 
   0.001910    0.005840   0.0053   0.1527  -0.3177  -5.4149 
  -0.004780    0.003390  -0.1257   0.0265  -0.5128  -5.2274 
  -0.009320   -0.000990  -0.2564  -0.0983  -0.7160  -5.0404 
  -0.011650   -0.007750  -0.2244  -0.1824  -0.9126  -4.8551 
