   0.003060    0.007040  -0.1326  -0.0453  -5.7324   2.2559 
   0.003190    0.005600  -0.1118  -0.0808  -6.3361   1.9806 
   0.004600    0.005120  -0.0915  -0.1185  -6.9122   1.6972 
   0.005210    0.005400  -0.0088  -0.0393  -7.1070   2.0203 
   0.005060    0.008680   0.0722   0.0405  -7.2903   2.3412 
   0.003820    0.013880   0.1488   0.1161  -7.4622   2.6599 
  -0.000610    0.017490   0.1210   0.1737  -7.6273   2.9439 
  -0.001700    0.017390   0.0933   0.2310  -7.7877   3.1873 
  -0.005940    0.016640   0.0679   0.2810  -7.9703   3.4938 
  -0.011160    0.015220  -0.0190   0.2056  -8.1525   3.7554 
  -0.013290    0.012640  -0.1089   0.1327  -8.3368   4.0410 
  -0.016150    0.009100  -0.2013   0.0658  -8.5211   4.3487 
  -0.021000    0.005570  -0.1932  -0.0182  -8.6772   4.6527 
  -0.020600    0.002450  -0.1831  -0.1040  -8.8250   4.9471 
  -0.016390   -0.001510  -0.1715  -0.1913  -8.9546   5.2621 
  -0.013780   -0.003370  -0.0809  -0.1522  -9.0641   5.5592 
  -0.010820   -0.003590   0.0097  -0.1123  -9.1689   5.8565 
  -0.007060   -0.002070   0.0994  -0.0733  -9.2747   6.1200 
  -0.004710   -0.000310   0.1104   0.0331  -9.2592   6.3719 
  -0.007070    0.003370   0.1219   0.1388  -9.2903   6.5514 
  -0.008220    0.009810   0.1368   0.2461  -9.2664   6.7632 
  -0.007520    0.014360   0.0620   0.2408  -8.1963   7.5914 
  -0.009100    0.015730  -0.0116   0.2363  -7.1166   8.4528 
  -0.008990    0.014810  -0.0845   0.2342  -6.0640   9.2900 
  -0.010110    0.012560  -0.1046   0.1504  -5.9699   9.6608 
  -0.012290    0.007790  -0.1272   0.0650  -5.8303   9.9930 
  -0.012450    0.002350  -0.1496  -0.0193  -5.6460  10.3551 
  -0.009520   -0.000490  -0.0677  -0.0183  -5.3355   9.3783 
  -0.004610   -0.001650   0.0139  -0.0205  -5.0960   8.4156 
   0.001220   -0.000170   0.0962  -0.0255  -4.9038   7.4446 
   0.005810    0.001170   0.1328   0.0464  -4.7531   6.4651 
   0.007910    0.004390   0.1679   0.1163  -4.7345   5.4273 
   0.007640    0.007340   0.2037   0.1887  -4.6856   4.4181 
   0.004690    0.009810   0.1040   0.1747  -4.8056   3.3474 
   0.001590    0.009820   0.0028   0.1644  -4.8272   2.2769 
  -0.002480    0.006630  -0.0991   0.1564  -4.8085   1.2853 
  -0.008880    0.001790  -0.1396   0.0418  -4.8092   0.3122 
  -0.013400   -0.003230  -0.1797  -0.0712  -4.8327  -0.6608 
  -0.014530   -0.006800  -0.2186  -0.1831  -4.7787  -1.5850 
  -0.011150   -0.008170  -0.1314  -0.2034  -4.6200  -2.4505 
   0.000010   -0.007290  -0.0450  -0.2270  -4.3189  -3.2863 
   0.002770   -0.008340   0.0379  -0.2513  -4.1102  -4.1881 
   0.003800   -0.006900   0.0927  -0.1452  -3.7608  -4.0627 
   0.005300   -0.001940   0.1459  -0.0394  -3.5974  -4.0101 
   0.005670    0.004640   0.1969   0.0670  -3.7812  -4.0458 
   0.004900    0.009280   0.1115   0.1168  -2.6142  -4.4463 
   0.000630    0.011520   0.0253   0.1654  -1.4841  -4.8573 
  -0.003310    0.011180  -0.0608   0.2139  -0.3541  -5.2683 
  -0.006120    0.007760  -0.1110   0.1132   0.7631  -5.9449 
  -0.007360    0.002170  -0.1610   0.0130   1.8684  -6.6375 
  -0.008730   -0.003500  -0.2088  -0.0891   3.0179  -7.3102 
  -0.007960   -0.006790  -0.1340  -0.1278   3.1201  -7.4393 
  -0.004750   -0.008590  -0.0589  -0.1668   3.2567  -7.5544 
   0.001690   -0.009540   0.0146  -0.2027   3.3788  -7.6694 
   0.009030   -0.007590   0.0933  -0.1176   3.5150  -7.7704 
   0.014710   -0.003890   0.1699  -0.0289   3.6064  -7.8737 
   0.014650    0.001090   0.2456   0.0655   3.6839  -7.9615 
   0.012380    0.005000   0.1651   0.0979   3.7408  -8.0353 
   0.009820    0.008040   0.0844   0.1251   3.7812  -8.1236 
   0.005400    0.007210   0.0026   0.1492   3.8062  -8.2146 
   0.001210    0.004220  -0.0683   0.0328   3.8276  -8.3171 
  -0.002120   -0.000320  -0.1389  -0.0850   3.8408  -8.4192 
  -0.003540   -0.007060  -0.2069  -0.2041   3.8472  -8.5290 
  -0.002740   -0.012240  -0.1436  -0.2284   3.8437  -8.6370 
   0.000990   -0.014780  -0.0793  -0.2504   3.8221  -8.7379 
   0.007250   -0.015430  -0.0144  -0.2706   3.8022  -8.8329 
   0.013690   -0.013880   0.0911  -0.1454   4.6962  -8.7740 
   0.018360   -0.009030   0.1934  -0.0210   5.5810  -8.7648 
   0.020950   -0.003040   0.2946   0.1058   6.4560  -8.8071 
   0.016070    0.002240   0.2173   0.1508   6.5074  -9.2414 
   0.011000    0.005490   0.1375   0.1944   6.5997  -9.6198 
   0.004530    0.005020   0.0545   0.2365   6.6995  -9.9842 
