  -0.001110   0.0526  -0.1206  -1.6226   0.8226 
   0.002900   0.1013  -0.0202  -2.3704   0.9125 
   0.007530   0.1509   0.0805  -3.0649   1.0405 
   0.013110   0.1166   0.1873  -3.7593   1.1685 
   0.017640   0.0805   0.2938  -4.4147   1.3191 
   0.015640   0.0435   0.4016  -5.0549   1.4764 
   0.015470  -0.0106   0.2946  -5.7607   1.6260 
   0.012610  -0.0606   0.1846  -6.4902   1.7816 
   0.006900  -0.1189   0.0672  -7.2132   1.8980 
  -0.000860  -0.1227  -0.0879  -7.9960   2.0299 
  -0.004510  -0.1336  -0.2332  -8.7344   2.1495 
  -0.008050  -0.1522  -0.3776  -9.4684   2.2848 
  -0.007950  -0.1084  -0.2804 -10.1796   2.4453 
  -0.004430  -0.0579  -0.1688 -10.8391   2.6124 
  -0.000500  -0.0011  -0.0541 -11.4513   2.7963 
   0.005290   0.0479   0.1064 -11.4561   3.5890 
   0.009480   0.1051   0.2460 -11.4463   4.3435 
   0.015490   0.1521   0.3995 -11.4365   5.0640 
   0.019230   0.0763   0.3362 -10.6174   5.2659 
   0.018280  -0.0014   0.2688  -9.8212   5.4892 
   0.013030  -0.0947   0.2047  -9.0397   5.7402 
   0.006510  -0.1517   0.0674  -8.4239   5.9654 
  -0.000860  -0.2138  -0.0626  -7.8665   6.2119 
  -0.006120  -0.2661  -0.1864  -7.3493   6.4990 
  -0.009260  -0.1486  -0.1290  -7.0665   5.8466 
  -0.009300  -0.0209  -0.0813  -6.7716   5.1859 
